Iteration, Loss, PSNR_noisy, PSNR_gt 
00475, 0.009821, 20.078335, 28.760022, 28.230113 
00476, 0.009822, 20.077802, 28.757189, 28.239236 
00477, 0.009843, 20.068682, 28.665886, 28.248501 
00478, 0.009911, 20.038612, 28.489046, 28.257267 
00479, 0.010004, 19.998061, 28.186706, 28.266120 
00480, 0.010150, 19.935312, 27.820103, 28.274098 
00481, 0.010130, 19.943850, 27.893354, 28.282775 
00482, 0.009927, 20.031680, 28.446554, 28.290944 
00483, 0.009866, 20.058429, 28.636668, 28.299569 
00484, 0.010015, 19.993468, 28.199012, 28.307835 
00485, 0.010011, 19.995043, 28.209975, 28.315837 
00486, 0.009851, 20.065179, 28.673916, 28.324139 
00487, 0.009913, 20.037945, 28.496878, 28.332745 
00488, 0.009985, 20.006595, 28.265639, 28.340403 
00489, 0.009871, 20.056402, 28.615033, 28.348927 
00490, 0.009835, 20.072165, 28.715594, 28.357132 
00491, 0.009912, 20.038361, 28.472470, 28.365197 
00492, 0.009844, 20.068255, 28.675543, 28.373675 
00493, 0.009803, 20.086360, 28.809036, 28.381865 
00494, 0.009854, 20.063891, 28.623445, 28.390010 
00495, 0.009821, 20.078242, 28.723775, 28.398204 
